countryName,year,sector,CO2EmsnKiloTons 
Europe,1962,International bunkersTonnes,0
Europe,1963,International bunkersTonnes,0
Europe,1964,International bunkersTonnes,0
Europe,1965,International bunkersTonnes,0
Europe,1966,International bunkersTonnes,0
Europe,1967,International bunkersTonnes,0
Europe,1968,International bunkersTonnes,0
Europe,1969,International bunkersTonnes,0
Europe,1970,International bunkersTonnes,0
Europe,1971,International bunkersTonnes,0
Europe,1972,International bunkersTonnes,0
Europe,1973,International bunkersTonnes,0
Europe,1974,International bunkersTonnes,0
Europe,1975,International bunkersTonnes,0
Europe,1976,International bunkersTonnes,0
Europe,1977,International bunkersTonnes,0
Europe,1978,International bunkersTonnes,0
Europe,1979,International bunkersTonnes,0
Europe,1980,International bunkersTonnes,0
Europe,1981,International bunkersTonnes,0
Europe,1982,International bunkersTonnes,0
Europe,1983,International bunkersTonnes,0
Europe,1984,International bunkersTonnes,0
Europe,1985,International bunkersTonnes,0
Europe,1986,International bunkersTonnes,0
Europe,1987,International bunkersTonnes,0
Europe,1988,International bunkersTonnes,0
Europe,1989,International bunkersTonnes,0
Europe,1990,International bunkersTonnes,0
Europe,1991,International bunkersTonnes,0
Europe,1992,International bunkersTonnes,0
Europe,1993,International bunkersTonnes,0
Europe,1994,International bunkersTonnes,0
Europe,1995,International bunkersTonnes,0
Europe,1996,International bunkersTonnes,0
Europe,1997,International bunkersTonnes,0
Europe,1998,International bunkersTonnes,0
Europe,1999,International bunkersTonnes,0
Europe,2000,International bunkersTonnes,0
Europe,2001,International bunkersTonnes,0
Europe,2002,International bunkersTonnes,0
Europe,2003,International bunkersTonnes,0
Europe,2004,International bunkersTonnes,0
Europe,2005,International bunkersTonnes,0
Europe,2006,International bunkersTonnes,0
Europe,2007,International bunkersTonnes,0
Europe,2008,International bunkersTonnes,0
Europe,2009,International bunkersTonnes,0
Europe,2010,International bunkersTonnes,0
Europe,2011,International bunkersTonnes,0
Europe,2012,International bunkersTonnes,0
Europe,2013,International bunkersTonnes,0
Europe,2014,International bunkersTonnes,0
Europe,2030,International bunkersTonnes,0
Europe,2050,International bunkersTonnes,0
Northern America,1961,International bunkersTonnes,0
Northern America,1962,International bunkersTonnes,0
Northern America,1963,International bunkersTonnes,0
Northern America,1964,International bunkersTonnes,0
Northern America,1965,International bunkersTonnes,0
Northern America,1966,International bunkersTonnes,0
Northern America,1967,International bunkersTonnes,0
Northern America,1968,International bunkersTonnes,0
Northern America,1969,International bunkersTonnes,0
Northern America,1970,International bunkersTonnes,0
Northern America,1971,International bunkersTonnes,0
Northern America,1972,International bunkersTonnes,0
Northern America,1973,International bunkersTonnes,0
Northern America,1974,International bunkersTonnes,0
Northern America,1975,International bunkersTonnes,0
Northern America,1976,International bunkersTonnes,0
Northern America,1977,International bunkersTonnes,0
Northern America,1978,International bunkersTonnes,0
Northern America,1979,International bunkersTonnes,0
Northern America,1980,International bunkersTonnes,0
Northern America,1981,International bunkersTonnes,0
Northern America,1982,International bunkersTonnes,0
Northern America,1983,International bunkersTonnes,0
Northern America,1984,International bunkersTonnes,0
Northern America,1985,International bunkersTonnes,0
Northern America,1986,International bunkersTonnes,0
Northern America,1987,International bunkersTonnes,0
Northern America,1988,International bunkersTonnes,0
Northern America,1989,International bunkersTonnes,0
Northern America,1990,International bunkersTonnes,0
Northern America,1991,International bunkersTonnes,0
Northern America,1992,International bunkersTonnes,0
Northern America,1993,International bunkersTonnes,0
Northern America,1994,International bunkersTonnes,0
Northern America,1995,International bunkersTonnes,0
Northern America,1996,International bunkersTonnes,0
Northern America,1997,International bunkersTonnes,0
Northern America,1998,International bunkersTonnes,0
Northern America,1999,International bunkersTonnes,0
Northern America,2000,International bunkersTonnes,0
Northern America,2001,International bunkersTonnes,0
Northern America,2002,International bunkersTonnes,0
Northern America,2003,International bunkersTonnes,0
Northern America,2004,International bunkersTonnes,0
Northern America,2005,International bunkersTonnes,0
Northern America,2006,International bunkersTonnes,0
Northern America,2007,International bunkersTonnes,0
Northern America,2008,International bunkersTonnes,0
Northern America,2009,International bunkersTonnes,0
Northern America,2010,International bunkersTonnes,0
Northern America,2011,International bunkersTonnes,0
Northern America,2012,International bunkersTonnes,0
Northern America,2013,International bunkersTonnes,0
Northern America,2014,International bunkersTonnes,0
Northern America,2030,International bunkersTonnes,0
Northern America,2050,International bunkersTonnes,0
South America,1961,International bunkersTonnes,0
South America,1962,International bunkersTonnes,0
South America,1963,International bunkersTonnes,0
South America,1964,International bunkersTonnes,0
South America,1965,International bunkersTonnes,0
South America,1966,International bunkersTonnes,0
South America,1967,International bunkersTonnes,0
South America,1968,International bunkersTonnes,0
South America,1969,International bunkersTonnes,0
South America,1970,International bunkersTonnes,0
South America,1971,International bunkersTonnes,0
South America,1972,International bunkersTonnes,0
South America,1973,International bunkersTonnes,0
South America,1974,International bunkersTonnes,0
South America,1975,International bunkersTonnes,0
South America,1976,International bunkersTonnes,0
South America,1977,International bunkersTonnes,0
South America,1978,International bunkersTonnes,0
South America,1979,International bunkersTonnes,0
South America,1980,International bunkersTonnes,0
South America,1981,International bunkersTonnes,0
South America,1982,International bunkersTonnes,0
South America,1983,International bunkersTonnes,0
South America,1984,International bunkersTonnes,0
South America,1985,International bunkersTonnes,0
South America,1986,International bunkersTonnes,0
South America,1987,International bunkersTonnes,0
South America,1988,International bunkersTonnes,0
South America,1989,International bunkersTonnes,0
South America,1990,International bunkersTonnes,0
South America,1991,International bunkersTonnes,0
South America,1992,International bunkersTonnes,0
South America,1993,International bunkersTonnes,0
South America,1994,International bunkersTonnes,0
South America,1995,International bunkersTonnes,0
South America,1996,International bunkersTonnes,0
South America,1997,International bunkersTonnes,0
South America,1998,International bunkersTonnes,0
South America,1999,International bunkersTonnes,0
South America,2000,International bunkersTonnes,0
South America,2001,International bunkersTonnes,0
South America,2002,International bunkersTonnes,0
South America,2003,International bunkersTonnes,0
South America,2004,International bunkersTonnes,0
South America,2005,International bunkersTonnes,0
South America,2006,International bunkersTonnes,0
South America,2007,International bunkersTonnes,0
South America,2008,International bunkersTonnes,0
South America,2009,International bunkersTonnes,0
South America,2010,International bunkersTonnes,0
South America,2011,International bunkersTonnes,0
South America,2012,International bunkersTonnes,0
South America,2013,International bunkersTonnes,0
South America,2014,International bunkersTonnes,0
South America,2030,International bunkersTonnes,0
South America,2050,International bunkersTonnes,0
Africa,1961,OtherSourcesTonnes,0
Africa,1962,OtherSourcesTonnes,0
Africa,1963,OtherSourcesTonnes,0
Africa,1964,OtherSourcesTonnes,0
Africa,1965,OtherSourcesTonnes,0
Africa,1966,OtherSourcesTonnes,0
Africa,1967,OtherSourcesTonnes,0
Africa,1968,OtherSourcesTonnes,0
Africa,1969,OtherSourcesTonnes,0
Africa,1970,OtherSourcesTonnes,0
Africa,1971,OtherSourcesTonnes,0
Africa,1972,OtherSourcesTonnes,0
Africa,1973,OtherSourcesTonnes,0
Africa,1974,OtherSourcesTonnes,0
Africa,1975,OtherSourcesTonnes,0
Africa,1976,OtherSourcesTonnes,0
Africa,1977,OtherSourcesTonnes,0
Africa,1978,OtherSourcesTonnes,0
Africa,1979,OtherSourcesTonnes,0
Africa,1980,OtherSourcesTonnes,0
Africa,1981,OtherSourcesTonnes,0
Africa,1982,OtherSourcesTonnes,0
Africa,1983,OtherSourcesTonnes,0
Africa,1984,OtherSourcesTonnes,0
Africa,1985,OtherSourcesTonnes,0
Africa,1986,OtherSourcesTonnes,0
Africa,1987,OtherSourcesTonnes,0
Africa,1988,OtherSourcesTonnes,0
Africa,1989,OtherSourcesTonnes,0
Africa,1990,OtherSourcesTonnes,34644.0549
Africa,1991,OtherSourcesTonnes,25348.7996
Africa,1992,OtherSourcesTonnes,41186.7691
Africa,1993,OtherSourcesTonnes,23963.4136
Africa,1994,OtherSourcesTonnes,27290.7326
Africa,1995,OtherSourcesTonnes,30081.2298
Africa,1996,OtherSourcesTonnes,26204.3079
Africa,1997,OtherSourcesTonnes,24829
Africa,1998,OtherSourcesTonnes,24718
Africa,1999,OtherSourcesTonnes,22818.5066
Africa,2000,OtherSourcesTonnes,24796.5808
Africa,2001,OtherSourcesTonnes,26043
Africa,2002,OtherSourcesTonnes,24058.0835
Africa,2003,OtherSourcesTonnes,22836.0019
Africa,2004,OtherSourcesTonnes,23532.3426
Africa,2005,OtherSourcesTonnes,25410.2671
Africa,2006,OtherSourcesTonnes,40269
Africa,2007,OtherSourcesTonnes,67704.1135
Africa,2008,OtherSourcesTonnes,45430.9016
Africa,2009,OtherSourcesTonnes,48816.1224
Africa,2010,OtherSourcesTonnes,48421.9111
Africa,2011,OtherSourcesTonnes,0
Africa,2012,OtherSourcesTonnes,0
Africa,2013,OtherSourcesTonnes,0
Africa,2014,OtherSourcesTonnes,0
Africa,2030,OtherSourcesTonnes,0
Africa,2050,OtherSourcesTonnes,0
Asia,1961,OtherSourcesTonnes,0
Asia,1962,OtherSourcesTonnes,0
Asia,1963,OtherSourcesTonnes,0
Asia,1964,OtherSourcesTonnes,0
Asia,1965,OtherSourcesTonnes,0
Asia,1966,OtherSourcesTonnes,0
Asia,1967,OtherSourcesTonnes,0
Asia,1968,OtherSourcesTonnes,0
Asia,1969,OtherSourcesTonnes,0
Asia,1970,OtherSourcesTonnes,0
Asia,1971,OtherSourcesTonnes,0
Asia,1972,OtherSourcesTonnes,0
Asia,1973,OtherSourcesTonnes,0
Asia,1974,OtherSourcesTonnes,0
Asia,1975,OtherSourcesTonnes,0
Asia,1976,OtherSourcesTonnes,0
Asia,1977,OtherSourcesTonnes,0
Asia,1978,OtherSourcesTonnes,0
Asia,1979,OtherSourcesTonnes,0
Asia,1980,OtherSourcesTonnes,0
Asia,1981,OtherSourcesTonnes,0
Asia,1982,OtherSourcesTonnes,0
Asia,1983,OtherSourcesTonnes,0
Asia,1984,OtherSourcesTonnes,0
Asia,1985,OtherSourcesTonnes,0
Asia,1986,OtherSourcesTonnes,0
Asia,1987,OtherSourcesTonnes,0
Asia,1988,OtherSourcesTonnes,0
Asia,1989,OtherSourcesTonnes,0
Asia,1990,OtherSourcesTonnes,105124.2767
Asia,1991,OtherSourcesTonnes,138922.8089
Asia,1992,OtherSourcesTonnes,144286.7753
Asia,1993,OtherSourcesTonnes,116363.8506
Asia,1994,OtherSourcesTonnes,140531.9494
Asia,1995,OtherSourcesTonnes,113579.5329
Asia,1996,OtherSourcesTonnes,112772.3774
Asia,1997,OtherSourcesTonnes,250463.3744
Asia,1998,OtherSourcesTonnes,129429.0994
Asia,1999,OtherSourcesTonnes,113636.2892
Asia,2000,OtherSourcesTonnes,105708.9433
Asia,2001,OtherSourcesTonnes,116037.5904
Asia,2002,OtherSourcesTonnes,142230.0591
Asia,2003,OtherSourcesTonnes,117744.4814
Asia,2004,OtherSourcesTonnes,131303.2083
Asia,2005,OtherSourcesTonnes,138361
Asia,2006,OtherSourcesTonnes,177618
Asia,2007,OtherSourcesTonnes,127362.8644
Asia,2008,OtherSourcesTonnes,126477.3788
Asia,2009,OtherSourcesTonnes,146390.2589
Asia,2010,OtherSourcesTonnes,141921.6547
Asia,2011,OtherSourcesTonnes,0
Asia,2012,OtherSourcesTonnes,0
Asia,2013,OtherSourcesTonnes,0
Asia,2014,OtherSourcesTonnes,0
Asia,2030,OtherSourcesTonnes,0
Asia,2050,OtherSourcesTonnes,0
Australia & New Zealand,1961,OtherSourcesTonnes,0
Australia & New Zealand,1962,OtherSourcesTonnes,0
Australia & New Zealand,1963,OtherSourcesTonnes,0
Australia & New Zealand,1964,OtherSourcesTonnes,0
Australia & New Zealand,1965,OtherSourcesTonnes,0
Australia & New Zealand,1966,OtherSourcesTonnes,0
Australia & New Zealand,1967,OtherSourcesTonnes,0
Australia & New Zealand,1968,OtherSourcesTonnes,0
Australia & New Zealand,1969,OtherSourcesTonnes,0
Australia & New Zealand,1970,OtherSourcesTonnes,0
Australia & New Zealand,1971,OtherSourcesTonnes,0
Australia & New Zealand,1972,OtherSourcesTonnes,0
Australia & New Zealand,1973,OtherSourcesTonnes,0
Australia & New Zealand,1974,OtherSourcesTonnes,0
Australia & New Zealand,1975,OtherSourcesTonnes,0
Australia & New Zealand,1976,OtherSourcesTonnes,0
Australia & New Zealand,1977,OtherSourcesTonnes,0
Australia & New Zealand,1978,OtherSourcesTonnes,0
Australia & New Zealand,1979,OtherSourcesTonnes,0
Australia & New Zealand,1980,OtherSourcesTonnes,0
Australia & New Zealand,1981,OtherSourcesTonnes,0
Australia & New Zealand,1982,OtherSourcesTonnes,0
Australia & New Zealand,1983,OtherSourcesTonnes,0
Australia & New Zealand,1984,OtherSourcesTonnes,0
Australia & New Zealand,1985,OtherSourcesTonnes,0
Australia & New Zealand,1986,OtherSourcesTonnes,0
Australia & New Zealand,1987,OtherSourcesTonnes,0
Australia & New Zealand,1988,OtherSourcesTonnes,0
Australia & New Zealand,1989,OtherSourcesTonnes,0
Australia & New Zealand,1990,OtherSourcesTonnes,4927.5962
Australia & New Zealand,1991,OtherSourcesTonnes,5648.4031
Australia & New Zealand,1992,OtherSourcesTonnes,4920.4581
Australia & New Zealand,1993,OtherSourcesTonnes,4383.1897
Australia & New Zealand,1994,OtherSourcesTonnes,6504.2502
Australia & New Zealand,1995,OtherSourcesTonnes,4435.7798
Australia & New Zealand,1996,OtherSourcesTonnes,4488.0873
Australia & New Zealand,1997,OtherSourcesTonnes,4990.4899
Australia & New Zealand,1998,OtherSourcesTonnes,4527.5149
Australia & New Zealand,1999,OtherSourcesTonnes,5133.2028
Australia & New Zealand,2000,OtherSourcesTonnes,6063.3443
Australia & New Zealand,2001,OtherSourcesTonnes,6789.3045
Australia & New Zealand,2002,OtherSourcesTonnes,6470.4033
Australia & New Zealand,2003,OtherSourcesTonnes,6347.9507
Australia & New Zealand,2004,OtherSourcesTonnes,5141.4941
Australia & New Zealand,2005,OtherSourcesTonnes,4151
Australia & New Zealand,2006,OtherSourcesTonnes,3483.5438
Australia & New Zealand,2007,OtherSourcesTonnes,6242.9564
Australia & New Zealand,2008,OtherSourcesTonnes,3256.3822
Australia & New Zealand,2009,OtherSourcesTonnes,3618.4552
Australia & New Zealand,2010,OtherSourcesTonnes,2670.4854
Australia & New Zealand,2011,OtherSourcesTonnes,0
Australia & New Zealand,2012,OtherSourcesTonnes,0
Australia & New Zealand,2013,OtherSourcesTonnes,0
Australia & New Zealand,2014,OtherSourcesTonnes,0
Australia & New Zealand,2030,OtherSourcesTonnes,0
Australia & New Zealand,2050,OtherSourcesTonnes,0
Europe,1961,OtherSourcesTonnes,0
Europe,1962,OtherSourcesTonnes,0
Europe,1963,OtherSourcesTonnes,0
Europe,1964,OtherSourcesTonnes,0
Europe,1965,OtherSourcesTonnes,0
Europe,1966,OtherSourcesTonnes,0
Europe,1967,OtherSourcesTonnes,0
Europe,1968,OtherSourcesTonnes,0
Europe,1969,OtherSourcesTonnes,0
Europe,1970,OtherSourcesTonnes,0
Europe,1971,OtherSourcesTonnes,0
Europe,1972,OtherSourcesTonnes,0
Europe,1973,OtherSourcesTonnes,0
Europe,1974,OtherSourcesTonnes,0
Europe,1975,OtherSourcesTonnes,0
Europe,1976,OtherSourcesTonnes,0
Europe,1977,OtherSourcesTonnes,0
Europe,1978,OtherSourcesTonnes,0
Europe,1979,OtherSourcesTonnes,0
Europe,1980,OtherSourcesTonnes,0
Europe,1981,OtherSourcesTonnes,0
Europe,1982,OtherSourcesTonnes,0
Europe,1983,OtherSourcesTonnes,0
Europe,1984,OtherSourcesTonnes,0
Europe,1985,OtherSourcesTonnes,0
Europe,1986,OtherSourcesTonnes,0
Europe,1987,OtherSourcesTonnes,0
Europe,1988,OtherSourcesTonnes,0
Europe,1989,OtherSourcesTonnes,0
Europe,1990,OtherSourcesTonnes,46258.7871
Europe,1991,OtherSourcesTonnes,41210.6891
Europe,1992,OtherSourcesTonnes,38448.5615
Europe,1993,OtherSourcesTonnes,39316.4071
Europe,1994,OtherSourcesTonnes,35930.3905
Europe,1995,OtherSourcesTonnes,33141.3757
Europe,1996,OtherSourcesTonnes,40289.6797
Europe,1997,OtherSourcesTonnes,32692.7442
Europe,1998,OtherSourcesTonnes,49131.0899
Europe,1999,OtherSourcesTonnes,34999.7869
Europe,2000,OtherSourcesTonnes,35200.7249
Europe,2001,OtherSourcesTonnes,33702.5653
Europe,2002,OtherSourcesTonnes,37727
Europe,2003,OtherSourcesTonnes,40419.3502
Europe,2004,OtherSourcesTonnes,30364.7453
Europe,2005,OtherSourcesTonnes,30111.0457
Europe,2006,OtherSourcesTonnes,26892.8366
Europe,2007,OtherSourcesTonnes,26698.1856
Europe,2008,OtherSourcesTonnes,25974
Europe,2009,OtherSourcesTonnes,24575.2422
Europe,2010,OtherSourcesTonnes,24397
Europe,2011,OtherSourcesTonnes,0
Europe,2012,OtherSourcesTonnes,0
Europe,2013,OtherSourcesTonnes,0
Europe,2014,OtherSourcesTonnes,0
Europe,2030,OtherSourcesTonnes,0
Europe,2050,OtherSourcesTonnes,0
Northern America,1961,OtherSourcesTonnes,0
Northern America,1962,OtherSourcesTonnes,0
Northern America,1963,OtherSourcesTonnes,0
Northern America,1964,OtherSourcesTonnes,0
Northern America,1965,OtherSourcesTonnes,0
Northern America,1966,OtherSourcesTonnes,0
Northern America,1967,OtherSourcesTonnes,0
Northern America,1968,OtherSourcesTonnes,0
Northern America,1969,OtherSourcesTonnes,0
Northern America,1970,OtherSourcesTonnes,0
Northern America,1971,OtherSourcesTonnes,0
Northern America,1972,OtherSourcesTonnes,0
Northern America,1973,OtherSourcesTonnes,0
Northern America,1974,OtherSourcesTonnes,0
Northern America,1975,OtherSourcesTonnes,0
Northern America,1976,OtherSourcesTonnes,0
Northern America,1977,OtherSourcesTonnes,0
Northern America,1978,OtherSourcesTonnes,0
Northern America,1979,OtherSourcesTonnes,0
Northern America,1980,OtherSourcesTonnes,0
Northern America,1981,OtherSourcesTonnes,0
Northern America,1982,OtherSourcesTonnes,0
Northern America,1983,OtherSourcesTonnes,0
Northern America,1984,OtherSourcesTonnes,0
Northern America,1985,OtherSourcesTonnes,0
Northern America,1986,OtherSourcesTonnes,0
Northern America,1987,OtherSourcesTonnes,0
Northern America,1988,OtherSourcesTonnes,0
Northern America,1989,OtherSourcesTonnes,0
Northern America,1990,OtherSourcesTonnes,37131.4137
Northern America,1991,OtherSourcesTonnes,36269
Northern America,1992,OtherSourcesTonnes,35839.4675
Northern America,1993,OtherSourcesTonnes,36242
Northern America,1994,OtherSourcesTonnes,37876.0559
Northern America,1995,OtherSourcesTonnes,37235.8633
Northern America,1996,OtherSourcesTonnes,35974.9995
Northern America,1997,OtherSourcesTonnes,36394
Northern America,1998,OtherSourcesTonnes,38680.8675
Northern America,1999,OtherSourcesTonnes,37686.8654
Northern America,2000,OtherSourcesTonnes,37075
Northern America,2001,OtherSourcesTonnes,35482.9795
Northern America,2002,OtherSourcesTonnes,35012
Northern America,2003,OtherSourcesTonnes,35160.8636
Northern America,2004,OtherSourcesTonnes,34639.1995
Northern America,2005,OtherSourcesTonnes,33444.8202
Northern America,2006,OtherSourcesTonnes,32116
Northern America,2007,OtherSourcesTonnes,32148.1505
Northern America,2008,OtherSourcesTonnes,29824.1338
Northern America,2009,OtherSourcesTonnes,29250.6107
Northern America,2010,OtherSourcesTonnes,28998.0291
Northern America,2011,OtherSourcesTonnes,0
Northern America,2012,OtherSourcesTonnes,0
Northern America,2013,OtherSourcesTonnes,0
Northern America,2014,OtherSourcesTonnes,0
Northern America,2030,OtherSourcesTonnes,0
Northern America,2050,OtherSourcesTonnes,0
South America,1961,OtherSourcesTonnes,0
South America,1962,OtherSourcesTonnes,0
South America,1963,OtherSourcesTonnes,0
South America,1964,OtherSourcesTonnes,0
South America,1965,OtherSourcesTonnes,0
South America,1966,OtherSourcesTonnes,0
South America,1967,OtherSourcesTonnes,0
South America,1968,OtherSourcesTonnes,0
South America,1969,OtherSourcesTonnes,0
South America,1970,OtherSourcesTonnes,0
South America,1971,OtherSourcesTonnes,0
South America,1972,OtherSourcesTonnes,0
South America,1973,OtherSourcesTonnes,0
South America,1974,OtherSourcesTonnes,0
South America,1975,OtherSourcesTonnes,0
South America,1976,OtherSourcesTonnes,0
South America,1977,OtherSourcesTonnes,0
South America,1978,OtherSourcesTonnes,0
South America,1979,OtherSourcesTonnes,0
South America,1980,OtherSourcesTonnes,0
South America,1981,OtherSourcesTonnes,0
South America,1982,OtherSourcesTonnes,0
South America,1983,OtherSourcesTonnes,0
South America,1984,OtherSourcesTonnes,0
South America,1985,OtherSourcesTonnes,0
South America,1986,OtherSourcesTonnes,0
South America,1987,OtherSourcesTonnes,0
South America,1988,OtherSourcesTonnes,0
South America,1989,OtherSourcesTonnes,0
South America,1990,OtherSourcesTonnes,12704.6795
South America,1991,OtherSourcesTonnes,12006.5344
South America,1992,OtherSourcesTonnes,12977.9583
South America,1993,OtherSourcesTonnes,14209.3313
South America,1994,OtherSourcesTonnes,10011.3691
South America,1995,OtherSourcesTonnes,11507
South America,1996,OtherSourcesTonnes,12402.1106
South America,1997,OtherSourcesTonnes,12734.2384
South America,1998,OtherSourcesTonnes,14622.1504
South America,1999,OtherSourcesTonnes,14191
South America,2000,OtherSourcesTonnes,10552.6323
South America,2001,OtherSourcesTonnes,12364.3835
South America,2002,OtherSourcesTonnes,12701.5369
South America,2003,OtherSourcesTonnes,13123
South America,2004,OtherSourcesTonnes,17330
South America,2005,OtherSourcesTonnes,17464.2281
South America,2006,OtherSourcesTonnes,9396.5887
South America,2007,OtherSourcesTonnes,10002.8937
South America,2008,OtherSourcesTonnes,10190
South America,2009,OtherSourcesTonnes,10648.5695
South America,2010,OtherSourcesTonnes,15237.9714
South America,2011,OtherSourcesTonnes,0
South America,2012,OtherSourcesTonnes,0
South America,2013,OtherSourcesTonnes,0
South America,2014,OtherSourcesTonnes,0
South America,2030,OtherSourcesTonnes,0
South America,2050,OtherSourcesTonnes,0
Africa,1961,IndustryTonnes,0
Africa,1962,IndustryTonnes,0
Africa,1963,IndustryTonnes,0
Africa,1964,IndustryTonnes,0
Africa,1965,IndustryTonnes,0
Africa,1966,IndustryTonnes,0
Africa,1967,IndustryTonnes,0
Africa,1968,IndustryTonnes,0
Africa,1969,IndustryTonnes,0
Africa,1970,IndustryTonnes,0
Africa,1971,IndustryTonnes,0
Africa,1972,IndustryTonnes,0
Africa,1973,IndustryTonnes,0
Africa,1974,IndustryTonnes,0
Africa,1975,IndustryTonnes,0
Africa,1976,IndustryTonnes,0
Africa,1977,IndustryTonnes,0
Africa,1978,IndustryTonnes,0
Africa,1979,IndustryTonnes,0
Africa,1980,IndustryTonnes,0
Africa,1981,IndustryTonnes,0
Africa,1982,IndustryTonnes,0
Africa,1983,IndustryTonnes,0
Africa,1984,IndustryTonnes,0
Africa,1985,IndustryTonnes,0
Africa,1986,IndustryTonnes,0
Africa,1987,IndustryTonnes,0
Africa,1988,IndustryTonnes,0
Africa,1989,IndustryTonnes,0
Africa,1990,IndustryTonnes,54363.7531
Africa,1991,IndustryTonnes,55673.5832
Africa,1992,IndustryTonnes,58085.3669
Africa,1993,IndustryTonnes,57605.7685
Africa,1994,IndustryTonnes,57879.107
Africa,1995,IndustryTonnes,58831.5362
Africa,1996,IndustryTonnes,63285.0617
Africa,1997,IndustryTonnes,65739.5927
Africa,1998,IndustryTonnes,65121.5186
Africa,1999,IndustryTonnes,66050.7317
Africa,2000,IndustryTonnes,66753.6309
Africa,2001,IndustryTonnes,70032.9355
Africa,2002,IndustryTonnes,72980.9595
Africa,2003,IndustryTonnes,74431.5161
Africa,2004,IndustryTonnes,79345.646
Africa,2005,IndustryTonnes,82432.5233
Africa,2006,IndustryTonnes,86489.3416
Africa,2007,IndustryTonnes,90046.164
Africa,2008,IndustryTonnes,91220.644
Africa,2009,IndustryTonnes,92656.8943
Africa,2010,IndustryTonnes,101301.8981
Africa,2011,IndustryTonnes,0
Africa,2012,IndustryTonnes,0
Africa,2013,IndustryTonnes,0
Africa,2014,IndustryTonnes,0
Africa,2030,IndustryTonnes,0
Africa,2050,IndustryTonnes,0
Asia,1961,IndustryTonnes,0
Asia,1962,IndustryTonnes,0
Asia,1963,IndustryTonnes,0
Asia,1964,IndustryTonnes,0
Asia,1965,IndustryTonnes,0
Asia,1966,IndustryTonnes,0
Asia,1967,IndustryTonnes,0
Asia,1968,IndustryTonnes,0
Asia,1969,IndustryTonnes,0
Asia,1970,IndustryTonnes,0
Asia,1971,IndustryTonnes,0
Asia,1972,IndustryTonnes,0
Asia,1973,IndustryTonnes,0
Asia,1974,IndustryTonnes,0
Asia,1975,IndustryTonnes,0
Asia,1976,IndustryTonnes,0
Asia,1977,IndustryTonnes,0
Asia,1978,IndustryTonnes,0
Asia,1979,IndustryTonnes,0
Asia,1980,IndustryTonnes,0
Asia,1981,IndustryTonnes,0
Asia,1982,IndustryTonnes,0
Asia,1983,IndustryTonnes,0
Asia,1984,IndustryTonnes,0
Asia,1985,IndustryTonnes,0
Asia,1986,IndustryTonnes,0
Asia,1987,IndustryTonnes,0
Asia,1988,IndustryTonnes,0
Asia,1989,IndustryTonnes,0
Asia,1990,IndustryTonnes,604486.5313
Asia,1991,IndustryTonnes,636830.8401
Asia,1992,IndustryTonnes,723372.2152
Asia,1993,IndustryTonnes,777096.3751
Asia,1994,IndustryTonnes,819986.3257
Asia,1995,IndustryTonnes,927369.0022
Asia,1996,IndustryTonnes,869341.3261
Asia,1997,IndustryTonnes,896248.68
Asia,1998,IndustryTonnes,880198.2448
Asia,1999,IndustryTonnes,916780.6827
Asia,2000,IndustryTonnes,935808.7845
Asia,2001,IndustryTonnes,988747.6377
Asia,2002,IndustryTonnes,1044287.25
Asia,2003,IndustryTonnes,1142492.75
Asia,2004,IndustryTonnes,1233821.647
Asia,2005,IndustryTonnes,1324847.146
Asia,2006,IndustryTonnes,1448202.393
Asia,2007,IndustryTonnes,1558781.412
Asia,2008,IndustryTonnes,1603881.853
Asia,2009,IndustryTonnes,1751315.986
Asia,2010,IndustryTonnes,1911201.849
Asia,2011,IndustryTonnes,0
Asia,2012,IndustryTonnes,0
Asia,2013,IndustryTonnes,0
Asia,2014,IndustryTonnes,0
Asia,2030,IndustryTonnes,0
Asia,2050,IndustryTonnes,0
Australia & New Zealand,1961,IndustryTonnes,0
Australia & New Zealand,1962,IndustryTonnes,0
Australia & New Zealand,1963,IndustryTonnes,0
Australia & New Zealand,1964,IndustryTonnes,0
Australia & New Zealand,1965,IndustryTonnes,0
Australia & New Zealand,1966,IndustryTonnes,0
Australia & New Zealand,1967,IndustryTonnes,0
Australia & New Zealand,1968,IndustryTonnes,0
Australia & New Zealand,1969,IndustryTonnes,0
Australia & New Zealand,1970,IndustryTonnes,0
Australia & New Zealand,1971,IndustryTonnes,0
Australia & New Zealand,1972,IndustryTonnes,0
Australia & New Zealand,1973,IndustryTonnes,0
Australia & New Zealand,1974,IndustryTonnes,0
Australia & New Zealand,1975,IndustryTonnes,0
Australia & New Zealand,1976,IndustryTonnes,0
Australia & New Zealand,1977,IndustryTonnes,0
Australia & New Zealand,1978,IndustryTonnes,0
Australia & New Zealand,1979,IndustryTonnes,0
Australia & New Zealand,1980,IndustryTonnes,0
Australia & New Zealand,1981,IndustryTonnes,0
Australia & New Zealand,1982,IndustryTonnes,0
Australia & New Zealand,1983,IndustryTonnes,0
Australia & New Zealand,1984,IndustryTonnes,0
Australia & New Zealand,1985,IndustryTonnes,0
Australia & New Zealand,1986,IndustryTonnes,0
Australia & New Zealand,1987,IndustryTonnes,0
Australia & New Zealand,1988,IndustryTonnes,0
Australia & New Zealand,1989,IndustryTonnes,0
Australia & New Zealand,1990,IndustryTonnes,19314.8338
Australia & New Zealand,1991,IndustryTonnes,18781.3956
Australia & New Zealand,1992,IndustryTonnes,18223.4861
