countryName,year,sector,CO2EmsnKiloTons 
Australia & New Zealand,2005,International bunkersTonnes,0
Australia & New Zealand,2006,International bunkersTonnes,0
Australia & New Zealand,2007,International bunkersTonnes,0
Australia & New Zealand,2008,International bunkersTonnes,0
Australia & New Zealand,2009,International bunkersTonnes,0
Australia & New Zealand,2010,International bunkersTonnes,0
Australia & New Zealand,2011,International bunkersTonnes,0
Australia & New Zealand,2012,International bunkersTonnes,0
Australia & New Zealand,2013,International bunkersTonnes,0
Australia & New Zealand,2014,International bunkersTonnes,0
Australia & New Zealand,2030,International bunkersTonnes,0
Australia & New Zealand,2050,International bunkersTonnes,0
Europe,1961,International bunkersTonnes,0
