CountryName,Year,perCapitaEnergyConsumption,PctPopulationInExtremePoverty,Population,CO2EmsnPerCapita,GDPPerCapita_2011USDValue
Croatia,2004,25159.85312,0,4449522,5.256655176,18474
Croatia,2005,25520.34365,0,4441986,5.365287373,19241
Croatia,2006,25389.8721,0,4433791,5.428339723,20168
Croatia,2007,26424.99858,0,4425995,5.743855384,21223
Croatia,2008,25770.93201,0,4418387,5.464834116,21673
Croatia,2009,24950.56627,1,4410864,5.066823422,20097
Croatia,2010,24712.81117,1.2,4403330,4.90857954,19807
Croatia,2011,24893.27223,0.7,4395560,4.82260244,19813
Croatia,2012,23501.35022,0.7,4387376,4.478728403,19441
Croatia,2013,23072.38422,0.7,4378806,4.345259703,19298
Cuba,1971,13751.07352,0,8855989,2.208394939,4604
Cuba,1972,13012.94724,0,9010586,2.302002684,4738
Cuba,1973,13670.65166,0,9160532,2.438265385,5076
