CountryName,Year,perCapitaEnergyConsumption,PctPopulationInExtremePoverty,Population,CO2EmsnPerCapita,GDPPerCapita_2011USDValue
Albania,2008,8266.005037,0.4,3181397,1.461116955,8659
Albania,2009,8516.843009,0,3192723,1.476663848,8954
Albania,2010,8480.065355,0,3204284,1.56252914,9272
Albania,2011,8896.585011,0,3215988,1.789021543,9484
Albania,2012,8000.233502,1.1,3227373,1.680147423,9592
Albania,2013,9319.467609,0,3238316,1.73347795,9660
Algeria,1971,2693.27459,0,14165889,1.246617335,7272
Algeria,1972,3040.841262,0,14600659,1.84187218,8545
Algeria,1973,3548.630908,0,15052371,2.421941555,8570
Algeria,1974,3712.556938,0,15524137,1.961989208,8828
Algeria,1975,3842.517679,0,16018195,1.915196424,9171
